city,house_title,house_type,price,owner_name,no_of_reviews,rating,url,no_of_guest,house_size,no_of_beds,no_of_baths,rooms,beds,bath
Whistler,STUNNING 1BR Apt at the Heart of Whistler Village,Condominio completo,1003.0,Rosario,75,5.0,https://www.airbnb.mx/rooms/24603783?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,☀️Couples' Paradise - Hot Tub |Free Parking |Views,Condominio completo,1657.0,Christine,31,5.0,https://www.airbnb.mx/rooms/32895971?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Private Mezzanine POD (single occupancy) in the centre of Whistler Village – 200m from the Whistler Village gondolas, with a lounge, cafe and rooftop bar.",Habitación compartida en hostal,945.0,Pangea,7,5.0,https://www.airbnb.mx/rooms/35681864?location=Whistler&previous_page_section_name=1000,1.0, '1 recámara', '1 cama', '\U000f0004\n22 evaluaciones'],1.0,1.0,422.0
Whistler,The Marquise #407 - Renovated Suite with Amazing Mountain Views,Condominio completo,1657.0,Whistler Superior,,,https://www.airbnb.mx/rooms/30015359?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"True Ski-in Ski-out, Studio, Greystone Lodge",Condominio completo,1003.0,Lily,98,4.5,https://www.airbnb.mx/rooms/21255689?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,1 BR Townhome with Private Hot Tub - FREE PARKING,Casa adosada completa,1671.0,Ian,313,4.5,https://www.airbnb.mx/rooms/2520507?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Whistler Creekside Villa - single nights now open!,Departamento entero,1148.0,Beth,338,4.5,https://www.airbnb.mx/rooms/1295382?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,MAIN VILLAGE SQUARE = Super central location!,Departamento entero,1729.0,Clare And Mike,307,5.0,https://www.airbnb.mx/rooms/14900711?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,˯Studio Condo Whistler Village 422,Departamento entero,1526.0,Bill,327,5.0,https://www.airbnb.mx/rooms/12310742?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Spacious 1 bedroom with Free parking and Cable TV,Condominio completo,1439.0,Alison,170,5.0,https://www.airbnb.mx/rooms/19874956?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Great Space, Great Location to Experience Whistler",Habitación privada en dormitorio para invitados,698.0,Jay,45,4.5,https://www.airbnb.mx/rooms/32728693?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño privado',1.0,1.0,1.0
Whistler,Cozy Mountain View Studio in Whistler Village,Departamento entero,1889.0,Aran,136,5.0,https://www.airbnb.mx/rooms/22361449?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '0 camas', '1 baño',0.5,0.0,1.0
Whistler,Whistler Village Studio - MarketPlace Lodge 310,Condominio completo,1729.0,Kevin,126,5.0,https://www.airbnb.mx/rooms/18687745?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Whistler Village Studio, Pool & Hot Tub",Departamento con servicios completo,1163.0,Christian,87,5.0,https://www.airbnb.mx/rooms/17964355?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,ˑStudio Condo Murphy Bed Upper Village Tranquility,Departamento entero,1598.0,Bill,75,5.0,https://www.airbnb.mx/rooms/29397702?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Cozy 1 Bedroom Apartment in Whistler (Creekside).,Departamento entero,1235.0,Lizzy,89,5.0,https://www.airbnb.mx/rooms/26424477?location=Whistler&previous_page_section_name=1000,3.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,The Marquise 104 - Steps from the slopes includes free wifi,Condominio completo,1657.0,Whistler Superior,3,4.0,https://www.airbnb.mx/rooms/30015265?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,˙Studio Condo Whistler Village 209,Departamento entero,1526.0,Bill,383,5.0,https://www.airbnb.mx/rooms/12010549?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,"Cozy, 1BD Whistler Village Condo - FREE PARKING",Condominio completo,1075.0,Blackcomb Peaks Accommodation,56,5.0,https://www.airbnb.mx/rooms/28867835?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '0 camas', '1 baño',1.0,0.0,1.0
Whistler,"Large, bright main street studio with pool/hot tub",Condominio completo,1293.0,Jenny And Roman,169,5.0,https://www.airbnb.mx/rooms/19054186?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Whistler Village(Parking,WiFi,Outdoor Hot Tub)",Casa adosada completa,1526.0,Mike + Fallon,96,5.0,https://www.airbnb.mx/rooms/22570546?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Executive condo in the Village with unreal view!,Departamento entero,1816.0,Brock,86,5.0,https://www.airbnb.mx/rooms/16793278?location=Whistler&previous_page_section_name=1000,5.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,New with a View & Steps to Ski Lifts,Casa adosada completa,1235.0,Luke,21,5.0,https://www.airbnb.mx/rooms/35427386?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,Steps to both Whistler Blackcomb gondolas!!,Departamento entero,2180.0,Jimmy,,,https://www.airbnb.mx/rooms/32849327?location=Whistler&previous_page_section_name=1000,6.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"Market Pavilion 313 - Village North studio, close to everything, full kitchen",Condominio completo,1511.0,Whistler Superior,7,4.5,https://www.airbnb.mx/rooms/30015260?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Cozy 1 BR Condo sleeps 4, FREE Parking, ski in/out",Condominio completo,1526.0,Hayley & Micah,163,5.0,https://www.airbnb.mx/rooms/11225635?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Painted Cliff Ski-in, Ski-out Luxury with serene mountain views, sleeps 6 (43)",Casa adosada completa,2746.0,Blackcomb Peaks Accommodation,28,5.0,https://www.airbnb.mx/rooms/21896276?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Quiet Mountainside Escape: Ski/Bike In-Out,Condominio completo,1235.0,John & Hilary,122,5.0,https://www.airbnb.mx/rooms/16110651?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Best Price , Great Location Cosy Village Studio",Condominio completo,1744.0,Angela & Jennie,137,5.0,https://www.airbnb.mx/rooms/23438866?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Village North: Cozy studio with HT + Pool!,Departamento entero,1584.0,Clare And Mike,82,4.5,https://www.airbnb.mx/rooms/24732646?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"Whistler Village, free parking & wifi.",Departamento entero,1381.0,Robbie,65,5.0,https://www.airbnb.mx/rooms/17252284?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Crisp, Clean, Chic and Cozy in the Village",Departamento entero,1816.0,Michael,115,5.0,https://www.airbnb.mx/rooms/19792074?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"1br Whister Village Condo w/Pool, HotTub & Sauna",Condominio completo,1090.0,Dave,68,5.0,https://www.airbnb.mx/rooms/25552793?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '1 cama', '0 baños',1.0,1.0,0.0
Whistler,Alpenglow Whistler Village Studio,Condominio completo,1293.0,Terrence & Yvonne,40,4.5,https://www.airbnb.mx/rooms/28054696?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Think Whistler, Village Flat, 5 min walk to lifts!",Departamento con servicios completo,1439.0,Alex,120,5.0,https://www.airbnb.mx/rooms/16088422?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Whistler Studio,Departamento entero,1875.0,Glenn,18,5.0,https://www.airbnb.mx/rooms/30038294?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Modern Lagoons Studio in the heart of Whistler Village,Condominio completo,1816.0,Whistler Superior,2,,https://www.airbnb.mx/rooms/30015386?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,☀︎Central Village 1 Bdrm☀︎Hot tub/Free Parking/AC,Departamento con servicios completo,1860.0,Christine,29,5.0,https://www.airbnb.mx/rooms/33277190?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,MODERN+BRIGHT+SLOPE-SIDE+2 Bdrm+HOT TUB,Condominio completo,1598.0,Jill,56,5.0,https://www.airbnb.mx/rooms/19927302?location=Whistler&previous_page_section_name=1000,5.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Cozy Whistler Village Studio,Condominio completo,1439.0,Tim And Andrea,313,5.0,https://www.airbnb.mx/rooms/4269069?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Modern Whistler Townhome!,Casa adosada completa,1526.0,Jenn,285,5.0,https://www.airbnb.mx/rooms/17027133?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Central Studio with Hot Tub/Pool,Departamento entero,1584.0,Mila,144,5.0,https://www.airbnb.mx/rooms/4136516?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,1 BR Modern Townhome with Outdoor Hot Tub and Pool,Casa adosada completa,1351.0,Ian,139,5.0,https://www.airbnb.mx/rooms/19035923?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,1 BR Condo in The Aspens w/ Heated Pool & Hot Tubs,Departamento entero,1526.0,Pranjal,149,5.0,https://www.airbnb.mx/rooms/14452657?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,˙Studio Condo Whistler Village 401,Departamento entero,1598.0,Bill,273,5.0,https://www.airbnb.mx/rooms/14014139?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Whistler Cozy Cabin High up,Departamento entero,1439.0,Meghan,95,5.0,https://www.airbnb.mx/rooms/8869025?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,˯One Bedroom Condo Whistler Village 409,Condominio completo,1816.0,Bill,293,5.0,https://www.airbnb.mx/rooms/15330329?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Quiet Whistler Village Townhouse -FREE PARKING,Casa adosada completa,1308.0,Dean,132,5.0,https://www.airbnb.mx/rooms/6416084?location=Whistler&previous_page_section_name=1000,3.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, sleeps 8 (351)",Condominio completo,2441.0,Blackcomb Peaks Accommodation,10,4.5,https://www.airbnb.mx/rooms/21913638?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Cozy Creekside Studio - Walk to Lifts!,Departamento entero,1163.0,Allira,124,4.5,https://www.airbnb.mx/rooms/21901365?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (116)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,18,5.0,https://www.airbnb.mx/rooms/21047397?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,North Village studio w/kitchen & Hot-tub,Casa adosada completa,1453.0,Michele,137,5.0,https://www.airbnb.mx/rooms/11281764?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Bright Open Studio in the Heart of Whistler,Departamento entero,1729.0,Tim And Andrea,163,5.0,https://www.airbnb.mx/rooms/16797924?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Ski in Ski out 1 bedoom+sofa bed, pool & hot tub",Condominio completo,1453.0,Angela & Jennie,182,5.0,https://www.airbnb.mx/rooms/18361439?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,,Traducir,0.0,,,,https://www.airbnb.mx/rooms/plus/10273331?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,Central Studio with Pool/Hot Tub,Departamento entero,1729.0,Mila,149,5.0,https://www.airbnb.mx/rooms/2919176?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Modern village studio - 5min walk to lifts!,Departamento con servicios completo,1439.0,Alex,116,5.0,https://www.airbnb.mx/rooms/18241924?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"1BR Penthouse in Village w/ Pool, Hot Tub & Sauna",Condominio completo,1729.0,Tam,117,5.0,https://www.airbnb.mx/rooms/21623570?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Beautiful Hotel Room Whistler - pool, hot tub, gym",Habitación en apartotel,1148.0,El,49,5.0,https://www.airbnb.mx/rooms/27787079?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Village Studio - Great Location!!,Departamento entero,1293.0,Keiran,129,4.5,https://www.airbnb.mx/rooms/4387886?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"One Bedroom Condo, heart of Whistler Village.",Condominio completo,1468.0,Janet,118,5.0,https://www.airbnb.mx/rooms/15604192?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Cute studio in the Village GREAT LOCATION!!!,Departamento entero,1729.0,Christina,126,5.0,https://www.airbnb.mx/rooms/23835878?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"NEW Marketplace Lodge 1 bedroom, free parking",Condominio completo,1889.0,Angela & Jennie,54,5.0,https://www.airbnb.mx/rooms/29547267?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Central Studio with Pool/Hot Tub/Sauna,Alojamiento entero,1177.0,Efosa,47,5.0,https://www.airbnb.mx/rooms/20456695?location=Whistler&previous_page_section_name=1000,4.0, '2 camas', '1 baño', '\U000f0004\n120 evaluaciones',2.0,1.0,4120.0
Whistler,1 BR Townhouse with Private Hot Tub - FREE PARKING,Casa adosada completa,1846.0,Ian,320,4.5,https://www.airbnb.mx/rooms/4828768?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,Ski in/out Stylish condo with pool/hot tub & views,Departamento entero,1293.0,Annika,203,5.0,https://www.airbnb.mx/rooms/4249398?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"The Mini Chalet - Steps to Gondola, Lakes & Trails",Casa adosada completa,1439.0,Jodie & Ulla,108,5.0,https://www.airbnb.mx/rooms/21164117?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Top Floor Unit, Pool, Hot tubs, BBQ (548)",Condominio completo,2805.0,Blackcomb Peaks Accommodation,15,5.0,https://www.airbnb.mx/rooms/21899896?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Cozy Whistler Village Studio Condo,Condominio completo,1322.0,Dean,103,5.0,https://www.airbnb.mx/rooms/6228870?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Best Location! 2B/2B, Pool, Private Hot Tub!",Casa adosada completa,2616.0,Angela & Jennie,66,5.0,https://www.airbnb.mx/rooms/29533510?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Ironwood 101 - Deluxe Blueberry Condo with Private Hot Tub and Mountain Views,Condominio completo,2601.0,Whistler Superior,4,5.0,https://www.airbnb.mx/rooms/30015391?location=Whistler&previous_page_section_name=1000,4.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,"PRIME Whistler Village, Luxury 1 BR Retreat + AC",Departamento con servicios completo,1439.0,Sam,31,4.5,https://www.airbnb.mx/rooms/29993680?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 6 (125)",Condominio completo,2572.0,Blackcomb Peaks Accommodation,10,5.0,https://www.airbnb.mx/rooms/21047398?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Blackcomb Slope Side 2 bedroom,Condominio completo,1540.0,James,78,5.0,https://www.airbnb.mx/rooms/16043197?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Newly renovated 3rd story suite w/ great views (A),Condominio completo,1221.0,Helen,81,5.0,https://www.airbnb.mx/rooms/15709179?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Cozy Whistler Village Reindeer Retreat,Departamento entero,1439.0,Penman Properties,149,4.5,https://www.airbnb.mx/rooms/16283297?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"Studio Suite, Whistler Village",Departamento entero,1540.0,Sandy,132,5.0,https://www.airbnb.mx/rooms/18682799?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Heart of Whistler village, 5min walk to lift!",Departamento con servicios completo,1584.0,Alex,95,5.0,https://www.airbnb.mx/rooms/21505934?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,1 BR apt by Olympic plaza in villag,Departamento con servicios completo,1686.0,Marc,309,5.0,https://www.airbnb.mx/rooms/11238822?location=Whistler&previous_page_section_name=1000,6.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Gorgeous Whistler Studio next Nita Lake,Departamento entero,1337.0,Georgia,192,5.0,https://www.airbnb.mx/rooms/16321603?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,⛰️ 1 Bdrm Modern Village Penthouse - view!,Departamento con servicios completo,2456.0,Victoria And Christian,434,5.0,https://www.airbnb.mx/rooms/9670429?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Modern, just renovated Studio with Whistler flair",Condominio completo,1381.0,Eleni & Demetre,143,5.0,https://www.airbnb.mx/rooms/22232333?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (304)",Condominio completo,2005.0,Blackcomb Peaks Accommodation,17,5.0,https://www.airbnb.mx/rooms/21912859?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
